var,adjusted r,adjusted r-squared,r-squared,r,dataset,language,dim,window,algo
valence,0.631959381842916,0.39937266029928,0.454348874060615,0.674054058707916,de-kanske-2010.tsv,de,200,4,sg
arousal,0.677913040868263,0.459566090979255,0.522828317382542,0.723068680958139,de-kanske-2010.tsv,de,200,4,sg
concreteness,0.776904813377128,0.603581089048549,0.686667905629749,0.82865427388613,de-kanske-2010.tsv,de,200,4,sg
potency,0.51595517812689,0.266209745835951,0.280944602616539,0.53004207626993,de-schauenburg-2015.tsv,de,200,4,sg
authority,0.564087413408332,0.318194609965702,0.335806857749782,0.579488444880294,de-schauenburg-2015.tsv,de,200,4,sg
community,0.566254712891584,0.32064439987193,0.338392244883291,0.581714917191652,de-schauenburg-2015.tsv,de,200,4,sg
arousal,0.662338016099473,0.438691647570585,0.462973473081872,0.680421540724478,de-schauenburg-2015.tsv,de,200,4,sg
valence,0.695089589867389,0.483149537942014,0.509892132293048,0.714067316359633,de-schauenburg-2015.tsv,de,200,4,sg
imageability (young adults),0.458242237853331,0.209985948552829,0.213863881590936,0.462454194046217,de-grandy-2020.tsv,de,200,5,cbow
imageability (older adults),0.44251257565927,0.195817379616602,0.199433653424845,0.446579951884145,de-grandy-2020.tsv,de,200,5,cbow
emotionality (young adults),0.0324814096109016,0.00105504197031117,0.00107452604599079,0.0327799640937995,de-grandy-2020.tsv,de,200,5,cbow
emotionality (older adults),0.0347007162174786,0.00120413970600598,0.00122637725656877,0.035019669566813,de-grandy-2020.tsv,de,200,5,cbow
valence,,-0.0270354731763856,-0.0307570798366161,,de-kanske-2010.tsv,de,200,5,cbow
arousal,,-2.90114900293694e-05,-3.3005108110773e-05,,de-kanske-2010.tsv,de,200,5,cbow
concreteness,0.235013523439795,0.0552313561995869,0.0628343073942969,0.25066772308037,de-kanske-2010.tsv,de,200,5,cbow
potency,0.192783092270141,0.0371653206652377,0.0392224417352693,0.198046564563159,de-schauenburg-2015.tsv,de,200,5,cbow
authority,0.0330602953341401,0.00109298312758056,0.00115348034866436,0.033962926091024,de-schauenburg-2015.tsv,de,200,5,cbow
community,0.291645979246803,0.0850573772108265,0.0897653501191748,0.299608661622415,de-schauenburg-2015.tsv,de,200,5,cbow
arousal,0.156611433876088,0.0245271412207242,0.0258847320631997,0.160887327229958,de-schauenburg-2015.tsv,de,200,5,cbow
valence,0.14887707047434,0.0221643821130215,0.0233911929310854,0.152941795893358,de-schauenburg-2015.tsv,de,200,5,cbow
imageability (young adults),0.781336858895343,0.610487287068441,0.621761512016267,0.788518555277088,de-grandy-2020.tsv,de,200,5,sg
imageability (older adults),0.783323224162241,0.613595273511928,0.624926895458906,0.790523178318578,de-grandy-2020.tsv,de,200,5,sg
emotionality (young adults),0.557655615537418,0.310979785540417,0.31672283069578,0.562781334708055,de-grandy-2020.tsv,de,200,5,sg
emotionality (older adults),0.581867486283312,0.33856977159366,0.344822337120144,0.587215750061376,de-grandy-2020.tsv,de,200,5,sg
valence,0.647642110879929,0.41944030378501,0.477178957662128,0.690781410912401,de-kanske-2010.tsv,de,200,5,sg
arousal,0.667430073309452,0.445462902757861,0.506783734650582,0.71188744521208,de-kanske-2010.tsv,de,200,5,sg
concreteness,0.776567754071994,0.603057476664421,0.686072214635292,0.82829476313405,de-kanske-2010.tsv,de,200,5,sg
potency,0.514292878605569,0.264497164984403,0.279137229466934,0.528334391713178,de-schauenburg-2015.tsv,de,200,5,sg
authority,0.584314437526874,0.341423361902347,0.360321333963363,0.600267718575106,de-schauenburg-2015.tsv,de,200,5,sg
community,0.54875667955126,0.301133893352124,0.317801821028441,0.563739142714466,de-schauenburg-2015.tsv,de,200,5,sg
arousal,0.647816758393235,0.419666552455118,0.442895328421269,0.665503815482127,de-schauenburg-2015.tsv,de,200,5,sg
valence,0.697916316844403,0.487087185317657,0.514047730630443,0.716971220224663,de-schauenburg-2015.tsv,de,200,5,sg
imageability (young adults),0.43323509239707,0.187692645284298,0.191158874882868,0.437217194175696,de-grandy-2020.tsv,de,200,6,cbow
imageability (older adults),0.424584239185744,0.180271776164937,0.183600960243425,0.428486826219226,de-grandy-2020.tsv,de,200,6,cbow
emotionality (young adults),,-0.00256836632836953,-0.00261579784798971,,de-grandy-2020.tsv,de,200,6,cbow
emotionality (older adults),,-0.00409759000753602,-0.00417326259313688,,de-grandy-2020.tsv,de,200,6,cbow
valence,,-0.0266404590980226,-0.0303076895313112,,de-kanske-2010.tsv,de,200,6,cbow
arousal,0.170309421395319,0.0290052990160083,0.0329980648646284,0.181653694882951,de-kanske-2010.tsv,de,200,6,cbow
concreteness,0.341392347467935,0.116548734909668,0.132592417417142,0.364132417421385,de-kanske-2010.tsv,de,200,6,cbow
potency,0.250839513148063,0.0629204613563575,0.0664031437192555,0.257688074460685,de-schauenburg-2015.tsv,de,200,6,cbow
authority,,-0.0194245025955288,-0.0204996595657611,,de-schauenburg-2015.tsv,de,200,6,cbow
community,0.256024418551877,0.0655485028948268,0.0691766488115146,0.263014541064776,de-schauenburg-2015.tsv,de,200,6,cbow
arousal,0.109457991975646,0.0119810520073407,0.0126442098675256,0.112446475567381,de-schauenburg-2015.tsv,de,200,6,cbow
valence,,-0.040122757952056,-0.0423435748128709,,de-schauenburg-2015.tsv,de,200,6,cbow
imageability (young adults),0.770879888702745,0.594255802806357,0.605230271463292,0.777965469325787,de-grandy-2020.tsv,de,200,6,sg
imageability (older adults),0.769316990622737,0.591848632060824,0.602778646091024,0.776388205790779,de-grandy-2020.tsv,de,200,6,sg
emotionality (young adults),0.561740870249017,0.315552805308123,0.32138030308788,0.566904139240384,de-grandy-2020.tsv,de,200,6,sg
emotionality (older adults),0.581723279141681,0.33840197349535,0.344651440196443,0.587070217432671,de-grandy-2020.tsv,de,200,6,sg
valence,0.643241446276544,0.41375955820794,0.470716220941911,0.686087618997684,de-kanske-2010.tsv,de,200,6,sg
arousal,0.684168345868182,0.468086325488004,0.532521416937434,0.729740650462501,de-kanske-2010.tsv,de,200,6,sg
concreteness,0.752381337413671,0.566077676888385,0.644001907722849,0.80249729452681,de-kanske-2010.tsv,de,200,6,sg
potency,0.522250713145236,0.272745807380708,0.287842438785544,0.536509495522254,de-schauenburg-2015.tsv,de,200,6,sg
authority,0.54236380815823,0.294158500399897,0.310440336215389,0.557171729555071,de-schauenburg-2015.tsv,de,200,6,sg
community,0.548395436017488,0.300737554244811,0.317383544332162,0.563368036306784,de-schauenburg-2015.tsv,de,200,6,sg
arousal,0.633787049319955,0.401686023885695,0.423919567643205,0.651091059409669,de-schauenburg-2015.tsv,de,200,6,sg
valence,0.675524482036902,0.456333325831225,0.481591627999005,0.693968030963246,de-schauenburg-2015.tsv,de,200,6,sg
imageability (young adults),0.805164772830964,0.648290311407938,0.660262666864194,0.812565484662125,de-grandy-2020.tsv,de,300,1,cbow
imageability (older adults),0.809075476374928,0.654603126471317,0.666692064366858,0.816512133631128,de-grandy-2020.tsv,de,300,1,cbow
emotionality (young adults),0.57978200554806,0.336147173957331,0.342354999959686,0.585111100526803,de-grandy-2020.tsv,de,300,1,cbow
emotionality (older adults),0.627863795088677,0.394212945183156,0.401493105663945,0.633634836214002,de-grandy-2020.tsv,de,300,1,cbow
valence,0.632858002300426,0.400509251075686,0.455641923863125,0.675012536078497,de-kanske-2010.tsv,de,300,1,cbow
arousal,0.665063381636207,0.442309301593387,0.50319602001523,0.709363108721641,de-kanske-2010.tsv,de,300,1,cbow
concreteness,0.787055399627408,0.619456202082659,0.704728330014401,0.839480988477048,de-kanske-2010.tsv,de,300,1,cbow
potency,0.554934261777787,0.307952034894857,0.324997350479443,0.570085388761581,de-schauenburg-2015.tsv,de,300,1,cbow
authority,0.59226308678408,0.350775563967007,0.370191185588797,0.608433386319979,de-schauenburg-2015.tsv,de,300,1,cbow
community,0.583712588606808,0.340720386098061,0.359579448059208,0.599649437637698,de-schauenburg-2015.tsv,de,300,1,cbow
arousal,0.671634437814765,0.451092818058756,0.476061055220679,0.689971778568283,de-schauenburg-2015.tsv,de,300,1,cbow
valence,0.722460915686049,0.521949774693925,0.550839983625323,0.742185949493335,de-schauenburg-2015.tsv,de,300,1,cbow
imageability (young adults),0.81104996456939,0.657802045028009,0.669950059219096,0.818504770431484,de-grandy-2020.tsv,de,300,1,sg
imageability (older adults),0.819705365985703,0.671916887025756,0.684325568239984,0.827239728397992,de-grandy-2020.tsv,de,300,1,sg
emotionality (young adults),0.612329707729617,0.374947670968238,0.381872048388869,0.617957966522699,de-grandy-2020.tsv,de,300,1,sg
emotionality (older adults),0.652275144575611,0.425462864231134,0.433320135201218,0.658270563827077,de-grandy-2020.tsv,de,300,1,sg
valence,0.650441139869415,0.423073676434623,0.481312487411403,0.693766882613608,de-kanske-2010.tsv,de,300,1,sg
arousal,0.672732176055883,0.452568580700883,0.514867554836045,0.717542719868333,de-kanske-2010.tsv,de,300,1,sg
concreteness,0.800915370102575,0.641465430066545,0.729767269700279,0.854264168568645,de-kanske-2010.tsv,de,300,1,sg
potency,0.575957592863466,0.331727148777078,0.350088430074703,0.591682710643722,de-schauenburg-2015.tsv,de,300,1,sg
authority,0.605735374632211,0.366915344080825,0.387224311465373,0.622273502139833,de-schauenburg-2015.tsv,de,300,1,sg
community,0.585314090464846,0.34259258449669,0.361555273675474,0.601294664599208,de-schauenburg-2015.tsv,de,300,1,sg
arousal,0.666377648315035,0.444059170173876,0.468638091032209,0.684571465248303,de-schauenburg-2015.tsv,de,300,1,sg
valence,0.726927862915256,0.528424117882541,0.557672685293013,0.746774855825377,de-schauenburg-2015.tsv,de,300,1,sg
imageability (young adults),0.477739725074169,0.228235244913943,0.232450198356361,0.482130893385148,de-grandy-2020.tsv,de,300,2,cbow
imageability (older adults),0.469418908002133,0.220354111189915,0.224423519137234,0.473733595111465,de-grandy-2020.tsv,de,300,2,cbow
emotionality (young adults),,-0.00215329004591399,-0.00219305610963028,,de-grandy-2020.tsv,de,300,2,cbow
emotionality (older adults),,-0.00978232403275317,-0.00996297991862327,,de-grandy-2020.tsv,de,300,2,cbow
valence,,-0.00608681545574102,-0.00692470472780549,,de-kanske-2010.tsv,de,300,2,cbow
arousal,0.123013474419966,0.0151323148888717,0.0172153753001953,0.131207375174551,de-kanske-2010.tsv,de,300,2,cbow
concreteness,0.276477902299711,0.0764400304600485,0.0869624919909539,0.294894035190531,de-kanske-2010.tsv,de,300,2,cbow
potency,0.2091714186982,0.0437526824002175,0.0461744175884214,0.214882334286515,de-schauenburg-2015.tsv,de,300,2,cbow
authority,,-0.00645945026065431,-0.006816984407923,,de-schauenburg-2015.tsv,de,300,2,cbow
community,0.278514308580967,0.0775702200843343,0.0818637747015483,0.286118462706531,de-schauenburg-2015.tsv,de,300,2,cbow
arousal,0.1533203191213,0.0235071202554574,0.0248082523729181,0.157506356611148,de-schauenburg-2015.tsv,de,300,2,cbow
valence,0.100276171328968,0.0100553105363965,0.0106118775402561,0.103013967694949,de-schauenburg-2015.tsv,de,300,2,cbow
imageability (young adults),0.802264696625648,0.643628643451844,0.655514909165885,0.809638752262937,de-grandy-2020.tsv,de,300,2,sg
imageability (older adults),0.807158986459043,0.651505629421589,0.663537364031733,0.814578028203396,de-grandy-2020.tsv,de,300,2,sg
emotionality (young adults),0.606449106686242,0.367780519000541,0.374572536443772,0.612023313643992,de-grandy-2020.tsv,de,300,2,sg
emotionality (older adults),0.632836209083174,0.400481667526763,0.407877596160852,0.638652954397654,de-grandy-2020.tsv,de,300,2,sg
valence,0.65837103790192,0.433452423548052,0.493119935777078,0.702224989427946,de-kanske-2010.tsv,de,300,2,sg
arousal,0.649544527368023,0.421908093033748,0.479986453963309,0.692810546948665,de-kanske-2010.tsv,de,300,2,sg
concreteness,0.793681887568388,0.62993093865412,0.716644981404004,0.846548865337379,de-kanske-2010.tsv,de,300,2,sg
potency,0.56770315641311,0.322286873801408,0.340125630653885,0.583202906931957,de-schauenburg-2015.tsv,de,300,2,sg
authority,0.601586120393191,0.361905860249731,0.38193754993145,0.618010962630478,de-schauenburg-2015.tsv,de,300,2,sg
community,0.581001625850722,0.337562889241182,0.356247182003609,0.596864458653394,de-schauenburg-2015.tsv,de,300,2,sg
arousal,0.667190237187482,0.445142812598288,0.469781713664614,0.685406239878668,de-schauenburg-2015.tsv,de,300,2,sg
valence,0.721065089677753,0.519934863551986,0.548713546036414,0.740752013859168,de-schauenburg-2015.tsv,de,300,2,sg
imageability (young adults),0.446764307144294,0.199598346138121,0.2032844452613,0.450870763369394,de-grandy-2020.tsv,de,300,3,cbow
imageability (older adults),0.436529512888952,0.190558015623065,0.194077161687617,0.440541895496463,de-grandy-2020.tsv,de,300,3,cbow
emotionality (young adults),,-0.00879358096470496,-0.00895597715540875,,de-grandy-2020.tsv,de,300,3,cbow
emotionality (older adults),,-0.00447258886304914,-0.00455518677132549,,de-grandy-2020.tsv,de,300,3,cbow
valence,,-0.0269253013261426,-0.0306317421230291,,de-kanske-2010.tsv,de,300,3,cbow
arousal,,-0.0170983543304014,-0.0194520527080789,,de-kanske-2010.tsv,de,300,3,cbow
concreteness,0.258216638480785,0.0666758323883162,0.0758541892927374,0.275416392563583,de-kanske-2010.tsv,de,300,3,cbow
potency,0.246755910520218,0.0608884793766619,0.0642586904122704,0.253492979019677,de-schauenburg-2015.tsv,de,300,3,cbow
authority,0.0954862170212389,0.00911761764102714,0.00962228282410982,0.098093235363657,de-schauenburg-2015.tsv,de,300,3,cbow
community,0.267815728360493,0.0717252643572615,0.0756952974397667,0.275127783838286,de-schauenburg-2015.tsv,de,300,3,cbow
arousal,0.209278298876241,0.0437974063805331,0.0462216170658025,0.214992132567223,de-schauenburg-2015.tsv,de,300,3,cbow
valence,0.150446238447959,0.0226340706631401,0.0238868790024283,0.15455380617257,de-schauenburg-2015.tsv,de,300,3,cbow
imageability (young adults),0.795417121460953,0.632688397113229,0.644372622914534,0.80272823727245,de-grandy-2020.tsv,de,300,3,sg
imageability (older adults),0.799303059707294,0.638885381257442,0.65068405038086,0.806649893312371,de-grandy-2020.tsv,de,300,3,sg
emotionality (young adults),0.592377896792045,0.350911572607767,0.357392061374983,0.597822767528122,de-grandy-2020.tsv,de,300,3,sg
emotionality (older adults),0.619418660267467,0.383679476687543,0.390765109459376,0.625112077518405,de-grandy-2020.tsv,de,300,3,sg
valence,0.647738740908222,0.419565476473369,0.477321361175619,0.690884477445845,de-kanske-2010.tsv,de,300,3,sg
arousal,0.685065336108148,0.46931451473697,0.533918674331023,0.730697389027101,de-kanske-2010.tsv,de,300,3,sg
concreteness,0.784093072885519,0.614801946947055,0.699433386742953,0.836321341795695,de-kanske-2010.tsv,de,300,3,sg
potency,0.553329258022761,0.306173267784019,0.323120127624463,0.568436564292325,de-schauenburg-2015.tsv,de,300,3,sg
authority,0.599620075516719,0.359544234962675,0.379445207377583,0.615991239692241,de-schauenburg-2015.tsv,de,300,3,sg
community,0.569099104213785,0.323873790416933,0.341800383982446,0.584636967683746,de-schauenburg-2015.tsv,de,300,3,sg
arousal,0.648262268275046,0.420243968469108,0.443504704731236,0.665961488925025,de-schauenburg-2015.tsv,de,300,3,sg
valence,0.722049277988568,0.521355159843812,0.550212456514134,0.741763073032174,de-schauenburg-2015.tsv,de,300,3,sg
imageability (young adults),0.47322414063837,0.223941087282924,0.228076738010742,0.477573803731677,de-grandy-2020.tsv,de,300,4,cbow
imageability (older adults),0.470695333583694,0.221554097057465,0.225645665843988,0.475021753021889,de-grandy-2020.tsv,de,300,4,cbow
emotionality (young adults),0.0601597987311085,0.00361920138336749,0.00368603928710748,0.0607127604965174,de-grandy-2020.tsv,de,300,4,cbow
emotionality (older adults),0.0762499966621721,0.00581406199098126,0.00592143366625675,0.0769508522776502,de-grandy-2020.tsv,de,300,4,cbow
valence,,-0.0261600012533691,-0.029761093576074,,de-kanske-2010.tsv,de,300,4,cbow
arousal,0.125869259560713,0.0158430705023622,0.0180239709924485,0.1342533835419,de-kanske-2010.tsv,de,300,4,cbow
concreteness,0.295059429123206,0.0870600667145122,0.0990444444988763,0.31471327347107,de-kanske-2010.tsv,de,300,4,cbow
potency,0.186653469137313,0.0348395175409938,0.0367679041207536,0.191749587015862,de-schauenburg-2015.tsv,de,300,4,cbow
authority,0.124735317782029,0.0155588995021837,0.0164200932015665,0.128140911505914,de-schauenburg-2015.tsv,de,300,4,cbow
community,0.261888600457996,0.0685856390498476,0.0723818921337875,0.269038830159863,de-schauenburg-2015.tsv,de,300,4,cbow
arousal,0.0866851839418354,0.00751432111502984,0.00793024294796507,0.0890519115345935,de-schauenburg-2015.tsv,de,300,4,cbow
valence,0.136787491034002,0.0187108177033772,0.0197464718198003,0.140522139963069,de-schauenburg-2015.tsv,de,300,4,cbow
imageability (young adults),0.78975642342026,0.623715208333561,0.635233721021843,0.79701550864575,de-grandy-2020.tsv,de,300,4,sg
imageability (older adults),0.790183760220387,0.624390374916031,0.635921356299549,0.79744677333321,de-grandy-2020.tsv,de,300,4,sg
emotionality (young adults),0.58695978019124,0.344521783562149,0.350884268366637,0.592354850040613,de-grandy-2020.tsv,de,300,4,sg
emotionality (older adults),0.611569111904831,0.374016778636064,0.380923964724825,0.617190379643773,de-grandy-2020.tsv,de,300,4,sg
valence,0.638605573864877,0.407817078971289,0.463955721241512,0.681142952133774,de-kanske-2010.tsv,de,300,4,sg
arousal,0.683407221824414,0.467045430841764,0.531337236452519,0.728928828111853,de-kanske-2010.tsv,de,300,4,sg
concreteness,0.788148297891082,0.62117773946861,0.706686848087156,0.840646684456173,de-kanske-2010.tsv,de,300,4,sg
